label	ID1	ID2
+1	Q9UBK9	Q7CGW7
+1	Q5VTL8	Q7CJU1
+1	Q9BS26	Q8ZCQ2
+1	O00165	Q7CKG1
+1	P13639	Q7CJF5
+1	Q96RW7	Q7CHR8
+1	Q8WYB5	Q8CL08
+1	Q96JB5	Q7CH92
+1	Q8IZ83	Q8ZGK8
+1	Q9UBK9	Q7CHU1
+1	P13796	Q7CFX1
+1	P42226	Q8D0I9
+1	Q9NNW5	Q7CI41
+1	P49796	P68590
+1	Q15773	Q7CHH7
+1	Q9UK97	Q8D0D4
+1	Q9UHD2	P69986
+1	Q9NQC1	Q7CL96
+1	P30480	Q7CJM9
+1	P55851	Q7CGS9
+1	Q99685	Q0WF87
+1	Q92802	P69980
+1	Q9P2E3	Q7CGJ6
+1	Q9NS73	Q7CIX9
+1	Q96FB2	Q7CFV7
+1	O60664	Q8ZAE1
+1	Q8NFP7	Q7CK09
+1	P02461	P58680
+1	Q13094	Q7CHF6
+1	Q5SY80	Q7CIA4
+1	A7E2V4	Q7CIS2
+1	O94979	Q8ZIQ4
+1	Q96HP4	Q8Z9U1
+1	Q02535	Q7CK49
+1	O43679	Q7CFZ2
+1	Q6P0P0	Q8D020
+1	P36406	Q7CIP7
+1	P26651	Q7CFV7
+1	O00165	Q7CG61
+1	O00560	P46359
+1	Q7Z3K3	P58543
+1	P35626	Q8ZIY3
+1	Q9ULJ1	P58582
+1	Q9BYW2	Q8ZEV7
+1	Q00341	Q8D1M8
+1	Q02556	Q7CHY3
+1	P49790	Q9ZC54
+1	Q9UQ53	Q7CGV9
+1	Q86XR2	Q8D0R8
+1	Q96B67	Q8ZJN4
+1	O94768	Q7CH26
+1	P01023	Q7CFP7
+1	Q96NB1	Q74YC7
+1	A0JNW5	Q8ZAF0
+1	Q7Z3K3	Q8CL89
+1	P04275	P58492
+1	Q9GZM7	Q7CJE7
+1	Q05397	Q7CHH7
+1	Q7Z3U7	P69974
+1	Q96GS6	P17778
+1	P49815	Q8CZR8
+1	P04275	Q7CG45
+1	Q9UGI0	Q8D171
+1	Q96BY9	Q8CKB6
+1	P19838	Q8ZEW6
+1	P78318	Q8D051
+1	Q53TP4	Q8CZW0
+1	P01023	Q7ARA5
+1	P13639	Q7CHC3
+1	P49796	Q7CFT0
+1	Q16534	Q7CHC7
+1	Q9ULJ1	Q8CZT3
+1	P62736	Q8CWH4
+1	Q15435	Q7ARD3
+1	Q01658	Q7ARD3
+1	O75886	Q8D015
+1	Q8IZ81	Q8ZBP5
+1	P31629	Q7CKL8
+1	Q9NPJ3	Q7CKE4
+1	Q8N1N5	Q8CWI4
+1	P19838	Q8ZEU8
+1	Q99598	P40127
+1	P53634	Q7CGU7
+1	Q99814	Q7CJE7
+1	P63104	Q8ZIH1
+1	O60318	Q7CK66
+1	Q14232	Q8ZH40
+1	Q9H2G2	Q7CL54
+1	P84077	Q7CHZ0
+1	Q9HCC8	Q7CJT3
+1	Q15025	Q7CHY3
+1	Q16394	Q7CKN1
+1	P62993	Q7CJU9
+1	Q59E90	Q7CH24
+1	Q9H8Y8	Q7CKZ2
+1	Q8WVT3	Q7CJ97
+1	Q6ZQS4	Q7CHU1
+1	P14317	Q8CLC4
+1	O14802	P69959
+1	Q9Y296	Q8D0Z4
+1	P27986	Q9R8C5
+1	Q9ULV3	Q7CHC7
+1	Q05481	Q7CL55
+1	P28328	Q8D192
+1	Q9UM47	Q8D1M6
+1	P06132	Q0WAP4
+1	O00560	Q8ZGY3
+1	P30530	Q7CGI7
+1	P04233	Q8CZU2
+1	Q10587	Q7CHU1
+1	Q9HCM1	Q8D0D4
+1	P15822	Q7CKM5
+1	P10124	P26926
+1	P52272	Q7CJ25
+1	Q8TF65	Q7ARA5
+1	Q10567	Q7CG16
+1	P49848	Q8CZV1
+1	Q8IUH3	Q8ZBN6
+1	Q8N3D4	Q7CG67
+1	Q99715	Q8CZR4
+1	P63244	Q7CHZ0
+1	Q96AE4	Q7CIH0
+1	Q96A37	Q7CKA0
+1	Q01459	Q9Z373
+1	Q9BSE4	Q8D054
+1	Q8N2N9	P31491
+1	Q5R372	Q8D072
+1	P63261	P46357
+1	P01871	Q9X6B0
+1	Q9BPX1	Q7CKJ7
+1	Q9UG01	Q7CFX4
+1	Q96SN7	Q7CKP0
+1	P83110	Q7ARD3
+1	Q9UGI8	Q7CFR7
+1	Q68CZ6	Q7CHI6
+1	P19838	Q7ARA1
+1	O00203	Q7CL78
+1	O00560	Q7CKH8
+1	O75381	Q8D0X2
+1	Q16543	Q7CIA4
+1	O00165	Q8CKN6
+1	Q8IYS5	Q8CL86
+1	Q53EP0	Q8CZQ7
+1	Q9NY15	P69986
+1	Q9UQ35	Q7CIZ3
+1	Q8N2S1	P58497
+1	P01732	Q8ZDJ2
+1	Q9HCC8	Q8ZIQ4
+1	P51606	Q8D0N9
+1	O43747	Q7CHR3
+1	Q8N895	Q8D1J6
+1	P15336	Q7CG54
+1	P51159	Q8D0R5
+1	P37275	P68590
+1	Q9NR56	Q9ZC30
+1	P14618	Q7ARD1
+1	Q6ZV49	Q7CKQ6
+1	Q9NXJ9	Q8ZAR2
+1	Q08117	Q8ZJJ5
+1	Q15370	Q8ZGY5
+1	Q9P2J5	Q7CGH9
+1	Q96LX7	Q7CHW4
+1	P31629	Q8ZJL7
+1	Q96RU3	Q8CZR5
+1	Q92804	Q8D1P4
+1	Q5T2W1	Q8ZJN2
+1	P14921	Q8CKW8
+1	Q8NF50	Q7CKJ7
+1	Q49A88	Q7CIZ2
+1	Q86UX7	Q74R28
+1	Q68CP9	P68590
+1	Q03518	Q8D008
+1	Q16517	Q9F287
+1	Q86V48	Q8ZDJ2
+1	Q504Q3	Q7CGN6
+1	P15907	Q8D1G8
+1	P19838	Q7CG26
+1	O60281	Q8D0V0
+1	Q13620	Q8D0H5
+1	Q96LM7	Q9Z375
+1	Q9ULV3	Q8CLQ8
+1	Q06587	Q8D053
+1	P04637	Q8ZJL7
+1	P42694	Q8ZFR1
+1	Q6PKC3	Q7CJ72
+1	Q9Y2X7	Q8D130
+1	Q14289	Q8CKM0
+1	P50502	Q7CIY0
+1	P23528	Q7CI41
+1	P49915	Q7CHV2
+1	Q03431	Q8D1K6
+1	Q12882	Q8CZU2
+1	Q6PKC3	Q8D166
+1	Q12882	Q8ZA76
+1	P02462	Q7CJB1
+1	P36406	Q8CKM2
+1	Q9HAH7	Q7CKL1
+1	Q9BX97	Q8CL86
+1	Q92802	Q7CHE5
+1	Q15047	Q8CZY2
+1	Q9UPG8	Q8ZBM0
+1	P47897	Q8ZD91
+1	P62140	Q7CHI6
+1	Q9H3K2	Q9RI12
+1	Q9UPT5	Q8ZC18
+1	Q9UF61	Q8ZCV9
+1	Q9BYW2	Q7CFQ3
+1	Q676U5	Q8D1L3
+1	A8K9Y5	Q7CI92
+1	Q92783	Q8CKH6
+1	Q9UEF7	Q8ZED8
+1	Q16822	Q7CI92
+1	Q92997	Q8D0L8
+1	Q9P260	Q7CJF5
+1	Q14011	Q0WAP0
+1	Q8TAQ2	Q8CZK5
+1	Q9C005	Q7CGZ5
+1	Q9NZV1	Q8ZED8
+1	O00182	Q8CZY7
+1	Q6FGK0	Q7CG96
+1	Q9HD45	Q7CG87
+1	Q9P0W2	Q8CWI1
+1	Q99459	Q7CIT3
+1	Q30201	Q7CHD9
+1	Q96RW7	Q8ZIE8
+1	P40617	Q7CJH7
+1	P14625	Q8ZI64
+1	Q8NEY8	Q8CZR5
+1	Q9UQE7	Q7CGA4
+1	P04275	Q8D030
+1	P04233	Q7CGJ8
+1	Q9C099	O68723
+1	Q92616	Q7CFQ3
+1	Q6KC79	Q7CGS9
+1	Q15810	Q7CGS9
+1	Q8IZ07	Q7ARD3
+1	O94972	P58526
+1	Q9NR12	Q8ZIL6
+1	Q53G59	Q8ZAL3
+1	Q9BQ83	Q7CL96
+1	Q59EG5	Q8ZH40
+1	Q15154	Q8CL08
+1	Q8N196	Q8D1R0
+1	P27448	Q7CGH9
+1	Q08117	O68769
+1	Q96GX9	Q7CG44
+1	P10619	Q7CKL8
+1	O00560	Q7CGV2
+1	Q9UKI8	Q7CIC4
+1	Q14192	Q9R8C5
+1	Q8N7H5	Q7ARD3
+1	P04275	Q8ZJ16
+1	Q9GZM7	Q7ARN5
+1	Q15746	Q8CZQ9
+1	P05155	Q7CL55
+1	Q9HCC8	Q7CIA2
+1	Q9UIL8	Q7CGI7
+1	Q9UGI8	Q7CGF0
+1	P17931	Q7CGS8
+1	P19838	Q8CZZ4
+1	P14780	Q7CJE7
+1	Q8WUW1	Q7CGK6
+1	Q9BVW5	Q7CKZ4
+1	Q96PZ2	Q8ZJP8
+1	P10809	Q7CG32
+1	P41567	Q8ZIY3
+1	P19838	Q8ZEL9
+1	P04275	Q7CKB5
+1	P18850	Q7CGJ4
+1	Q9UGP8	Q7CH24
+1	Q9NV96	Q7CH84
+1	Q9UPQ9	Q8D054
+1	P46379	Q7CHH9
+1	Q12931	Q8CKX2
+1	P25440	Q7CGH3
+1	P26358	Q8ZD91
+1	P30046	Q8ZIY9
+1	Q6ICB0	Q7CHC8
+1	Q9P267	Q7CG52
+1	Q9UQC1	Q8ZD71
+1	Q9H0N0	P58543
+1	P11940	Q8ZC49
+1	P15822	Q8ZAR2
+1	Q9NY15	Q7CKK4
+1	Q9HD43	Q8D0M7
+1	Q9BV29	Q7CKG9
+1	Q9BX97	Q56974
+1	P19838	Q7CI85
+1	Q8WXI9	Q8D1M8
+1	P19838	Q8D1N2
+1	P20023	Q8D0X0
+1	Q9BTM9	Q7CHZ0
+1	Q9GZM7	Q8D1M8
+1	Q5SXM2	Q7CIM3
+1	Q13838	Q7CIB4
+1	Q8N5J2	Q8CKN6
+1	P04275	Q7CHA3
+1	Q7Z3K3	Q8ZGX4
+1	Q92828	Q8D0H6
+1	Q8WWM7	Q8D1R0
+1	P46531	Q8ZJI2
+1	Q8WXX7	Q8CLN2
+1	Q9NYI0	Q7CJE7
+1	Q9UHV9	Q8D015
+1	P35414	Q7CHK6
+1	Q01518	Q8ZED8
+1	Q9GZM7	Q7CJT3
+1	Q96PV0	Q7CG90
+1	Q13651	Q7CH18
+1	Q01085	Q7CJV9
+1	P02746	Q7CHK1
+1	O14979	Q7CGR8
+1	Q3YBR2	Q8D0H5
+1	Q9UKY1	Q7CFX2
+1	P13284	Q7CGH3
+1	P55265	Q7CJF5
+1	Q9Y520	Q7CKD3
+1	Q9NPC3	Q7CHH7
+1	O75643	Q8ZDJ2
+1	Q08999	Q9X6B0
+1	Q96QH2	Q8D041
+1	O75323	Q7CJK5
+1	P13693	Q7CHS3
+1	Q9NTJ3	Q56991
+1	P17844	Q7CII9
+1	Q9P0K7	Q7CIH3
+1	Q14011	Q9ZFR9
+1	Q96CN5	Q7CFN1
+1	Q5T9L3	Q7CJW2
+1	Q9BVV8	Q8CKH6
+1	Q9H3U2	Q8CL50
+1	Q8TEW8	Q8ZBM5
+1	Q9Y618	P17778
+1	Q9NR56	Q7CJK1
+1	Q8IVF1	Q8ZJ73
+1	O43680	Q7CHH9
+1	Q9NUY8	Q8ZBK6
+1	P15036	Q7CHC7
+1	Q02763	Q7CJ99
+1	Q9UBT6	Q7ARD3
+1	Q9UBW5	Q8CZM8
+1	Q9NR56	Q7CIS4
+1	P25786	Q7CJB2
+1	O43464	Q7CIC5
+1	Q9H269	Q7CHB4
+1	Q9UJX2	Q8CZM4
+1	Q04727	Q8D1P6
+1	P17275	Q8ZGV2
+1	Q9UK58	P42713
+1	Q9UJT9	Q8D166
+1	Q86UW6	Q7ARD3
+1	Q9BV73	Q8ZGW9
+1	Q9GZM7	Q7ARD3
+1	Q08499	Q8D0R7
+1	P16671	Q74XD3
+1	P20273	Q7CLC1
+1	Q13685	Q8D016
+1	P15036	Q7CKD3
+1	P26358	Q74SQ6
+1	P43155	Q7CHM9
+1	Q969G3	Q8CL08
+1	P12956	Q0WJY2
+1	Q9UJF2	Q8CZF9
+1	P31785	Q7CH00
+1	O75044	Q8D015
+1	Q9NUL7	Q7CK51
+1	Q9UJY4	Q7CIS3
+1	Q13118	Q7CIW0
+1	P09601	Q8ZHI8
+1	P19838	Q7ARB3
+1	P27694	Q7CJE4
+1	Q5T9S5	Q8D0R5
+1	O95967	Q7CGM2
+1	Q13342	Q0WBF9
+1	O14964	Q8D065
+1	Q8NFM4	Q7CKC3
+1	Q15050	Q7CJD3
+1	Q86UW6	Q7CJF7
+1	Q9Y6X8	Q7CHD8
+1	O43491	Q7CJ81
+1	P19838	Q7CGB6
+1	P26651	Q8ZHG0
+1	Q6ZMY6	Q7CG60
+1	P42226	Q8ZDA6
+1	P17036	Q9RI12
+1	Q8TDY2	Q8ZEX9
+1	O15144	Q7ARD3
+1	P55061	Q7CIZ3
+1	Q14258	Q8D0D4
+1	Q7Z3K3	Q8ZFR0
+1	P00568	Q8CZW4
+1	P13639	P59324
+1	P62195	Q8D015
+1	P17987	Q7CL18
+1	Q96PQ7	Q8D0B2
+1	Q9NXJ9	Q8CL88
+1	Q7Z3K3	Q8ZA76
+1	Q8TCD6	Q8D131
+1	O94913	Q7CIM3
+1	Q93074	Q8ZGH4
+1	Q6ZUM4	Q7CJE4
+1	P13639	Q8D1N0
+1	Q15723	Q8CL29
+1	Q7Z7M0	Q8CKF8
+1	Q58WW2	Q8ZES0
+1	Q86VP1	Q8ZAE1
+1	O60888	Q7CKB7
+1	Q9NXJ9	Q7CGX5
+1	P33316	Q8ZC51
+1	O75365	Q7CIT4
+1	Q9UL46	Q8ZIY3
+1	Q9Y2H6	Q7CH71
+1	Q9HCC8	Q9Z3B4
+1	Q86WN1	Q8D1R0
+1	O95081	P69961
+1	Q8IWJ2	Q7ARD3
+1	Q9BTA9	Q8D1P8
+1	P01877	Q7CI41
+1	Q99435	Q8ZCW0
+1	P48995	Q7CH26
+1	O96006	Q8CKF8
+1	Q8N1N5	Q8CKN0
+1	P82979	Q8ZBN2
+1	P14618	Q8ZH50
+1	Q9P2F8	Q8CLE6
+1	P32519	Q9ZC29
+1	Q5RIA9	Q7CGR6
+1	Q6NY19	Q8ZFX5
+1	Q86XP3	P37867
+1	O75368	Q7CIB9
+1	P06702	O68779
+1	Q659D1	P17778
+1	Q86UW7	Q8D0S2
+1	P19838	Q8ZBK0
+1	A6NC98	Q7CFV8
+1	Q9HBI5	Q7ARA8
+1	P19838	Q74YH2
+1	Q6P2H3	Q7CH58
+1	O75521	Q8D1A1
+1	Q8IVQ6	Q7CH90
+1	Q9NRA0	Q9ZC68
+1	O94868	Q7CGS8
+1	Q01844	Q7CGC7
+1	P28799	Q7CH95
+1	Q03252	Q8ZIY9
+1	Q969F2	Q8D1E7
+1	Q07092	Q7CFS1
+1	Q12882	Q7CG16
+1	Q13093	Q8CZR4
+1	Q8IYM2	Q7CIQ1
+1	Q92802	Q7CJ72
+1	Q6UB98	Q8CLC4
+1	Q13561	Q7CGQ2
+1	P02452	Q8ZC32
+1	Q9BQ83	Q7CG79
+1	Q16543	Q7CJG1
+1	O95819	Q8ZAQ2
+1	Q5H9R7	O30878
+1	P42694	Q7CHV4
+1	P61769	Q8ZIE7
+1	Q8IV61	Q8ZGK8
+1	Q9UGI8	Q7CGD9
+1	P21462	P69955
+1	P08253	Q8ZH37
+1	Q02218	Q8ZJF3
+1	P14317	Q8CZV1
+1	O75175	Q8ZBZ9
+1	P61158	Q7CGS9
+1	P21810	Q7ARD3
+1	Q8N4L2	Q8Z9R8
+1	Q9Y6Q9	Q8ZIX0
+1	Q68DK7	Q8CK80
+1	Q9BXK5	Q7CH71
+1	Q9ULJ1	Q9ZFR9
+1	P19838	Q8ZJF6
+1	P18850	Q7CG20
+1	P48995	Q7CGS9
+1	Q9NRM2	Q7CJ67
+1	Q96BP3	Q8ZCQ2
+1	P19838	Q7CHE2
+1	Q01151	Q7ARA8
+1	P62318	Q7CJK5
+1	Q92841	P68587
+1	Q9H632	Q8D068
+1	P06748	Q9ZC51
+1	Q8WY97	Q8D1P4
+1	P46379	Q8CZY0
+1	Q9H4B6	Q7CHK4
+1	Q9H305	Q8D080
+1	O15162	Q7ARD3
+1	P48995	Q8ZJ10
+1	P53985	Q7CKV6
+1	Q8NDV7	Q8D1R8
+1	P30740	Q8CLD8
+1	Q9UPQ0	Q7CIY7
+1	P00450	Q8CL89
+1	Q9BYB0	Q8D179
+1	Q9NY15	Q7CJ72
+1	P61586	Q7ARD3
+1	P46379	Q7CFQ1
+1	Q7L591	O68740
+1	P17931	Q8D1P6
+1	Q06323	Q8ZIH1
+1	P19838	Q9RI12
+1	Q8N1K5	Q74XD3
+1	P21810	Q7CG01
+1	P13640	Q7CGS4
+1	P15822	Q7CHH9
+1	P01877	Q7CIT1
+1	O00165	Q7ARD3
+1	Q13469	Q8CL29
+1	O15270	Q7CHD9
+1	O75427	Q8ZAA1
+1	Q13287	Q7CL49
+1	Q9P267	Q9ZFR9
+1	P16671	Q8CZL1
+1	P53007	Q7CHK4
+1	Q969G3	Q7CGQ2
+1	Q9NYH9	Q7CIY7
+1	Q12882	Q7CKF8
+1	Q96PV6	Q8D0X3
+1	Q9HCC8	Q8ZJC4
+1	Q9H223	Q7CGS9
+1	Q6AHZ1	Q8Z9S8
+1	O60502	Q8D194
+1	Q8NDV7	Q7CIC8
+1	Q6ZNA4	Q8CZW3
+1	Q9UF61	Q8D069
+1	Q15363	Q8CZY0
+1	Q9NUY8	Q7CHW3
+1	Q8IZH2	Q9ZFR9
+1	P50221	Q7CIZ2
+1	Q9UNF0	Q9RI12
+1	Q53GL7	Q7CG93
+1	Q8IZH2	Q7CJI0
+1	P23528	Q8D0R4
+1	P07204	Q8ZEL7
+1	Q9GZM8	Q7CKM5
+1	Q9C005	Q8CKI2
+1	P00747	Q7CL85
+1	Q969X6	Q8ZGX4
+1	Q12805	Q7CK42
+1	P48995	Q7CL64
+1	Q9NY15	P46359
+1	P29466	Q7CL55
+1	P34913	Q7CGJ4
+1	P04275	Q7CH95
+1	O60244	Q7CHE8
+1	P49848	P58644
+1	Q14192	Q8ZCR1
+1	Q6UB99	Q7CIL3
+1	Q8WWM7	Q7CJ60
+1	P12109	Q9ZGX5
+1	O15054	Q8ZD12
+1	Q92802	Q8ZJ18
+1	O00165	Q7CG77
+1	Q9NTM9	Q56954
+1	P26641	Q7CG61
+1	O75592	Q8ZHF1
+1	O94876	Q7CIP6
-1	Q9NZC9	A0A0H2W458
-1	Q6NX68	Q8D1G0
-1	Q8WY36	A0A151PPX1
-1	P18615	Q0WC32
-1	Q9ULI4	Q7CL53
-1	P32418	Q8ZFD5
-1	P14784	Q0WH41
-1	Q86XT9	Q0WK29
-1	Q8WVX3	Q8D1F5
-1	P55773	A0A151PLS9
-1	Q9H0V9	Q8ZCD2
-1	P36406	Q8D147
-1	P08235	Q8ZFM0
-1	Q8TBK2	A0A0H2W8X9
-1	Q9UF56	Q7CHY6
-1	Q6P1K8	A0A154TC41
-1	Q5VWP3	Q0WE81
-1	Q9H668	A0A0H2W3G6
-1	P00709	Q8D1K1
-1	Q7L4M3	A0A154SPC0
-1	Q5YLB2	A0A151PN93
-1	Q15833	Q8D1A8
-1	Q9BZM1	Q7CJE4
-1	Q04760	A0A0H2W3G6
-1	P41240	Q8ZJN0
-1	O14786	Q0WGN2
-1	Q02878	A0A154LUQ4
-1	Q12981	A0A154SLV2
-1	Q8NF50	Q0WIH9
-1	P05090	Q7CG53
-1	Q9BQA9	Q7CIQ5
-1	Q9BTV5	A0A0H2W8J2
-1	O00421	A0A154LTR4
-1	Q9H4M3	Q7CJ99
-1	Q8IZF6	Q8ZH78
-1	Q9UQF0	Q7CH55
-1	O00233	Q8CL59
-1	P46379	Q7CGN1
-1	Q9BZM4	Q0WKL5
-1	P83369	Q8CZK2
-1	P0DJD3	Q8CLM9
-1	Q8IYT8	Q8CL72
-1	B7Z4V2	Q0WG10
-1	P04435	Q0WB02
-1	Q8IWD4	A0A0H2W3Q7
-1	Q9H0V1	Q74UA4
-1	Q9NYA3	Q7CL77
-1	P41219	Q7CI88
-1	Q9Y242	Q7BTU5
-1	Q8WUM5	Q7CGW7
-1	O00522	A0A0H2W7G5
-1	P49747	A0A0H2W0V4
-1	Q59G22	Q0WG49
-1	Q16661	P26950
-1	O95169	Q0WGX4
-1	O75879	Q7BTW5
-1	P56730	Q7CK97
-1	Q6GX22	Q7CL87
-1	Q5T8I3	A0A0H2W1G4
-1	P98177	Q7CKT8
-1	Q7Z5R6	Q0WAF1
-1	Q8NEW0	Q0WJ03
-1	Q9H3W5	P58607
-1	O14628	A0A151PQZ2
-1	O14523	Q0WBS6
-1	Q8TF32	A0A0H2W8Q3
-1	Q9Y383	Q0WAF9
-1	P55055	A0A154LP50
-1	Q8NI36	Q8CKJ7
-1	Q95HA4	Q8CKM6
-1	P48739	A0A0H2W856
-1	Q9H2L5	A0A0H2W923
-1	P34947	Q8ZGM6
-1	Q9BUJ2	Q7CGU6
-1	Q7L4E1	A0A0H2W6L9
-1	Q12929	Q0WGQ7
-1	Q8NBN7	A0A151PLV6
-1	Q8N3T1	Q7CJ38
-1	Q6P2D8	Q7CGZ7
-1	Q7Z5G4	Q8ZBA7
-1	P60842	A0A151PNW1
-1	O75426	Q7CH77
