label	ID1	ID2
+1	O43251	Q8ZD27
+1	Q15555	Q8ZGH1
+1	P11940	Q7CGM2
+1	Q9Y657	Q8CLD0
+1	Q86T23	Q7CFQ1
+1	P13639	Q7CIT1
+1	P53634	Q8D014
+1	P04440	Q8ZDX8
+1	P23458	Q0WAP4
+1	Q9H939	Q8CZK5
+1	Q49A26	Q7CKD5
+1	O95154	Q7CL96
+1	Q99941	Q7CHR8
+1	Q9NPF0	Q8D0A6
+1	Q14376	Q8CZV1
+1	Q7Z3S9	Q7ARD3
+1	Q14746	Q8D177
+1	Q13492	Q8CLE5
+1	Q9BYB0	P58700
+1	Q27J81	Q7CH41
+1	Q9NQB0	Q8CZT9
+1	Q9NRY6	Q8ZIL5
+1	Q9GZM7	Q8ZJ16
+1	P20339	O68779
+1	Q9Y3C0	Q8D017
+1	P02462	Q8ZFX6
+1	Q9C099	Q7CHZ9
+1	Q9GZM7	Q7ARB3
+1	O94979	Q7CFP8
+1	Q9UGV2	Q8D191
+1	P61769	Q7CHD9
+1	Q12882	Q8ZAP5
+1	Q86TA5	Q8CZU0
+1	Q8IUI8	Q8CLC4
+1	Q86WH2	Q8CZU2
+1	P17813	Q8ZAR3
+1	Q8NFM4	Q7CKM5
+1	P08754	Q7CI00
+1	O60673	Q7CGF4
+1	Q9BSE4	Q0WJ78
+1	P17931	Q7CFR3
+1	P63104	Q8CZY0
+1	P53814	Q8CKD8
+1	Q96AE4	Q7ARD6
+1	Q13574	Q8CLY1
+1	Q16610	P58644
+1	P19838	Q8D0V3
+1	O00165	Q8CLE0
+1	O15162	Q8D162
+1	Q96L73	Q8D1J3
+1	P34897	Q7CJX6
+1	P29122	Q7CL81
+1	Q9BQS8	Q7CLC1
+1	P25774	Q9RID8
+1	Q9Y2H6	Q9ZC50
+1	Q7Z7M0	Q7CJT3
+1	P27448	Q8D1K6
+1	Q13451	Q8ZBP8
+1	Q9Y4P0	Q7CG52
+1	Q53G34	Q8ZIQ3
+1	O15533	Q8ZFX5
+1	Q9BWQ6	Q7ARD3
+1	Q9BQI3	Q7CG77
+1	P13501	Q8D0E1
+1	O75420	Q8ZFM0
+1	Q13243	Q7CL81
+1	P30048	Q8CZK5
+1	P42892	Q7CJE4
+1	O95273	Q8CZZ7
+1	Q10567	Q7CFX2
+1	Q9Y6Q9	Q7CIG0
+1	Q15173	Q7CL98
+1	P52565	Q8ZA76
+1	P51808	Q7CGR9
+1	Q9UKY1	Q8CKI5
+1	Q9ULG6	Q8CKF4
+1	Q96R06	Q7CHY4
+1	Q14192	Q7CJU8
+1	Q15853	Q7CK47
+1	Q9NR12	Q7CG19
+1	P18433	Q8D0N9
+1	P14618	Q8ZA77
+1	Q01844	Q8D1G3
+1	P14618	Q7CFW7
+1	Q86TM6	Q7CG44
+1	P42226	Q7CK53
+1	Q9UKK9	Q8CKD5
+1	P19838	Q8ZDG9
+1	Q9NY15	Q7CG08
+1	O94868	Q8D0R7
+1	O75592	Q9ZC68
+1	Q7Z4L5	P58582
+1	P62258	Q8CZY0
+1	P04275	Q8D176
+1	Q15038	Q8CZL7
+1	O94768	Q7CHJ5
+1	P16671	Q8CZS2
+1	Q93034	Q7CHV2
+1	Q4LE39	Q8D0K4
+1	P48454	Q7CJU1
+1	P19838	Q8D1E6
+1	Q04721	Q7CHR9
+1	Q9NY15	Q7CHW1
+1	P61769	Q7CIZ7
+1	Q7Z3E2	Q8D0P4
+1	Q7L9L4	Q7CIC0
+1	P22105	Q7ARD1
+1	Q7Z7G0	Q7CGH9
+1	P13693	P17778
+1	Q8IXX5	Q7CIU9
+1	Q7Z5R6	Q8D192
+1	P13501	Q8CZY0
+1	O60573	Q8ZC49
+1	O96005	Q7CIT4
+1	P15336	Q8D1D2
+1	Q66PJ3	Q8ZCQ2
+1	P16083	Q7CG05
+1	Q7Z4H8	Q8D0P4
+1	Q9HCG1	Q7CIA2
+1	Q3YBR2	Q7CKM6
+1	P09651	Q8D078
+1	Q05481	Q7CIP9
+1	Q9P267	Q8D0V0
+1	Q13588	Q8ZH69
+1	Q9NRM2	Q8D0V8
+1	P63244	Q7CJQ8
+1	Q86XR2	Q8ZHI8
+1	P01857	Q8D1J4
+1	P20290	Q8D1F7
+1	Q6UB98	P17778
+1	Q9Y6C2	Q8CZZ7
+1	P78332	Q7CGN6
+1	P31153	Q7CHB5
+1	Q15723	Q74R28
+1	Q5T4T6	Q7CJD3
+1	P11831	Q8CLF6
+1	Q13243	Q8D0W1
+1	Q9H0Z9	Q7CGF0
+1	Q6PKC3	Q8CZR5
+1	Q9Y5Q9	Q8D192
+1	Q9NY15	Q8ZH00
+1	A5YKK6	Q8ZFX5
+1	Q9Y3E1	Q74YG7
+1	O75064	Q8D093
+1	Q92841	Q7CJE4
+1	Q13523	Q8ZAA1
+1	O75886	Q8D014
+1	Q9NYG2	Q7CII9
+1	Q9Y2H6	Q8ZBU9
+1	Q9NSC7	Q7ARD3
+1	Q96LT9	P58475
+1	Q96Q15	Q7CGH7
+1	Q9NYI0	Q7CIF0
+1	P13591	Q74YH2
+1	A5D8V6	Q8D0G3
+1	P61619	Q8CKI8
+1	Q9NTU6	Q8CKI9
+1	P02775	Q8D1J7
+1	P52758	Q8ZJ10
+1	Q9GZM7	Q7CH91
+1	Q10587	Q7CHZ9
+1	P19838	Q8CL24
+1	Q9BR11	Q9F290
+1	Q99102	Q7CKP0
+1	Q7Z5L9	Q7CGT3
+1	P17927	Q8ZJ16
+1	O43680	Q7ARN5
+1	Q6P4A8	Q8D1P6
+1	Q9GZT9	Q8ZJP7
+1	Q9H0Z9	Q8CZU9
+1	P15822	Q8ZCW1
+1	Q6ZN16	Q8ZBN6
+1	P51610	Q7CKD2
+1	Q8NDV7	Q8ZD27
+1	Q9Y5B9	Q8D194
+1	O95751	Q7CFX4
+1	P31483	Q8ZEH0
+1	Q12882	Q7CKL8
+1	P61224	Q8ZA76
+1	O75081	Q8D068
+1	Q92664	Q9F286
+1	Q70EK8	Q8CZX0
+1	Q9BRP8	Q8ZCQ2
+1	Q9NP84	Q7CHZ0
+1	P13639	Q8D1R0
+1	P40305	Q7CIP7
+1	Q56P03	Q7CL55
+1	Q8TD26	Q8D1R8
+1	Q9Y6Q9	Q8CKM2
+1	Q9UDT6	Q8D169
+1	P15036	Q8D1C5
+1	O75385	Q8D194
+1	Q96S86	Q8D0R4
+1	Q9NYI0	Q7CKG6
+1	P01871	Q9F287
+1	Q8NC42	P17778
+1	Q9UER7	Q8D0D4
+1	Q8N394	Q7CHV7
+1	Q12882	Q7CJH7
+1	O00560	Q7CHC3
+1	P19838	Q7CIZ0
+1	Q01543	Q8ZAB3
+1	O60825	Q7CK43
+1	Q7Z3K3	Q7CGI0
+1	P02792	Q7CG91
+1	P13598	Q7CJX4
+1	P61769	Q8D0H2
+1	Q10587	P58475
+1	Q4LDE5	Q7CGD9
+1	P01871	Q7CIS3
+1	P14317	Q74XD3
+1	P30480	Q8CZM8
+1	P61769	Q7CI00
+1	P01857	Q7CGR9
+1	Q9Y6X8	Q7CGZ1
+1	Q02410	Q7CKH1
+1	P19838	Q8D045
+1	P15822	Q7CKK6
+1	Q53G34	Q8ZFB2
+1	Q92942	Q7CJE8
+1	Q9UNL4	Q7CHR8
+1	Q92503	Q7CGA4
+1	O94979	Q7CFR2
+1	Q9P1U1	Q8ZCW0
+1	P21399	Q7CLB2
+1	Q9NQB0	Q8ZJP7
+1	Q9ULV8	Q8CZZ7
+1	Q8NDV7	O68740
+1	Q13042	Q8CWI1
+1	P02462	Q7CKM5
+1	Q8IZ83	Q74YF9
+1	P49796	Q7ARN6
+1	Q9UQC1	Q8ZED8
+1	P23528	Q8D1R0
+1	P02462	Q8ZD36
+1	Q07444	Q7CGQ2
+1	P09874	Q7CGS9
+1	Q96QK1	Q7CHB4
+1	Q96A37	Q8D0X3
+1	Q6ZMY6	P17778
+1	Q9BRV8	Q8CL08
+1	Q16594	Q7CHW4
+1	Q9HCC8	Q8D0N9
+1	Q16666	Q8CZW4
+1	P16871	Q7CK66
+1	Q9HCC8	Q8D045
+1	Q13614	Q7ARD3
+1	P34897	Q7CJU3
+1	O60930	Q7CJG2
+1	Q9H305	Q8D1R4
+1	P01892	Q7CGH6
+1	Q9H3G5	Q8CLF6
+1	O94979	Q7CJE7
+1	P46379	Q8D0Z4
+1	P35658	Q8D1L8
+1	P22307	Q7CH84
+1	Q9BXM7	Q8ZC51
+1	Q14242	O68791
+1	O95998	Q7CGS9
+1	P04920	Q7CHN7
+1	Q9NQB0	Q8CLD5
+1	P21580	Q8ZA88
+1	P31153	O68779
+1	Q96NA2	Q8CZM3
+1	Q9H7Q5	Q8ZII0
+1	P61604	Q7CFN3
+1	O95707	Q8D054
+1	Q96RL7	Q8CLF6
+1	P23528	Q8D068
+1	Q9H0Z9	Q8CLD5
+1	Q9H3G5	Q8ZHI6
+1	P05412	Q8D008
+1	P19338	Q7CFQ3
+1	Q5H9K5	Q8D0V0
+1	Q14108	Q7CJ43
+1	P31943	Q8ZGR6
+1	Q8TDU6	Q8CZW8
+1	Q16563	Q7CGS9
+1	O15162	Q7CGI0
+1	Q9NPI9	Q8CLA8
+1	Q8WV44	Q7CFQ3
+1	P61586	Q8ZCT9
+1	P04275	Q74YJ4
+1	Q9UKY1	Q8CL89
+1	O95490	Q7CHB7
+1	Q8IYN0	Q8CZQ3
+1	Q96B67	Q8CLQ9
+1	O43432	Q8D1F5
+1	Q9NX09	Q8CZF9
+1	P22392	Q8ZJJ5
+1	Q5RKV6	Q8ZIM0
+1	Q07960	Q8D0I9
+1	P31321	Q56993
+1	P15289	Q8CZH7
+1	O00232	Q7CJ44
+1	P35998	Q8ZHG8
+1	Q96HA1	P69961
+1	P14625	Q8ZAQ2
+1	P51148	Q8D0E2
+1	Q12931	Q8ZIM0
+1	Q9Y2K7	Q7CKG9
+1	P01892	Q8CWG4
+1	Q9H334	Q7CHE6
+1	P19838	O68769
+1	Q9Y520	Q8ZHH3
+1	P63261	Q7ARD3
+1	O77932	Q8ZHK5
+1	P07339	Q8ZIH1
+1	P08047	Q8ZBM0
+1	P41091	P17778
+1	Q6ZPD9	Q7ARD2
+1	Q92802	Q7CFS1
+1	P30040	Q8D1A1
+1	Q9Y6X8	Q8CZX8
+1	Q92598	Q8CZU2
+1	O00182	Q8D0P1
+1	Q93074	Q8D1C5
+1	O75592	Q0WDR2
+1	Q9NYI0	Q8D1C5
+1	Q15942	Q7CJG2
+1	P14543	Q8ZD36
+1	P19838	Q7CIK3
+1	Q9H0Z9	Q7CHD8
+1	Q96EN9	Q8CZK5
+1	Q96A58	Q7CFV5
+1	Q8IZH2	Q8D1P6
+1	Q6PML9	Q8ZFV7
+1	P78504	Q8ZCW0
+1	Q9ULT0	P40127
+1	Q5JTD0	Q8CZM5
+1	P46379	Q7CKZ7
+1	Q9UG01	Q7CG16
+1	P19838	Q7CKB5
+1	P21246	Q7ARA1
+1	P23588	Q8D052
+1	Q15942	Q8CKB6
+1	Q9C0C7	Q8ZIE7
+1	Q8N3S3	Q8ZGK8
+1	Q86XK2	Q74YC7
+1	Q14192	Q8ZI64
+1	P61956	P17778
+1	Q53R16	Q7CGJ6
+1	Q7Z422	Q7CKK6
+1	Q96T60	Q7CIB9
+1	Q13352	Q7CL98
+1	Q9UHX1	Q8D050
+1	Q7Z2Z2	Q8CL29
+1	P36871	Q8D194
+1	P13747	Q8ZIG9
+1	P19838	Q8ZIH1
+1	Q9P1U0	Q8D1P4
+1	O75534	Q7CHR5
+1	P12955	Q8CL08
+1	Q86V81	Q7CJB1
+1	Q9GZM7	Q7CIT4
+1	Q92827	Q7CJC6
+1	Q9BR61	Q7CH75
+1	P20333	Q8ZJI2
+1	P19838	Q8CZL0
+1	Q9UJW9	Q7CJ97
+1	O00165	Q7CJF6
+1	A5PLN9	Q8CKW7
+1	Q9UII2	Q7CG16
+1	O94913	Q7ARD3
+1	Q93074	Q7CG16
+1	Q96B36	Q8D0T7
+1	Q16627	Q7CLB2
+1	Q9NNW5	Q7CIP7
+1	Q8NEM7	Q7CHX9
+1	P27448	Q7CIE5
+1	Q5VWQ8	Q7CGN7
+1	Q9NVV2	Q8CKW7
+1	P51610	Q7CII9
+1	A4QPH0	Q8D1D2
+1	Q8N2S1	Q8Z9U2
+1	P78347	Q8D192
+1	P01871	Q7CGN8
+1	Q01459	Q8D0U3
+1	Q6ZMY6	Q8CKD5
+1	P39059	Q7CJX7
+1	P04049	Q8D1R4
+1	P19838	Q8CLE5
+1	P40189	Q8D195
+1	Q8WXI9	Q7CKA9
+1	P01834	Q7CFP2
+1	P05556	Q7CIA4
+1	Q9Y6K1	Q8ZEL7
+1	Q13287	Q7CKD2
+1	P04233	Q7CFR7
+1	Q9H2F9	Q7CJ25
+1	Q10587	Q8D0V8
+1	Q8IYM9	Q7CIT3
+1	O00560	Q7CG21
+1	P08047	Q8ZHF1
+1	P13693	Q8CZT1
+1	Q9GZR2	Q7CJU5
+1	Q9GZM7	Q7CH58
+1	Q96LM7	Q7CIM3
+1	Q9NXF7	P28808
+1	P26651	Q7CH58
+1	Q9Y6D6	Q7CL98
+1	Q01844	Q8CL55
+1	Q9NZN3	Q7CHB5
+1	Q96LD4	Q8CZT3
+1	Q66GS9	Q7CL14
+1	P19838	Q8ZCV9
+1	P30048	Q8ZJL7
+1	Q6P1J9	Q7CGQ2
+1	P18583	P17778
+1	Q96KR1	Q8D1M2
+1	Q9HAP2	Q7CKD3
+1	Q92769	Q7CJM9
+1	Q9HAV4	Q7CKD4
+1	A3KN83	Q8D0V0
+1	Q9UQ80	Q8ZHG7
+1	P40259	Q8CKF8
+1	P23467	Q8Z9U2
+1	Q8WV93	Q8ZHI8
+1	P52272	Q7CGZ2
+1	P14618	Q74YL6
+1	Q9NY15	Q7ARG4
+1	P26641	P69976
+1	O00148	Q8D044
+1	P63010	Q8CLS7
+1	Q2KHM9	Q7CHV7
+1	Q9BWV1	Q7CGL9
+1	P09769	Q8CLV1
+1	P46379	Q8ZGX4
+1	Q8N1G0	Q8ZBU9
+1	P13861	Q8ZI61
+1	P26010	Q7CFY4
+1	Q9BRZ2	Q9F286
+1	Q96AE4	Q8D0K9
+1	Q5JTD0	Q7CG98
+1	P50440	Q8D050
+1	Q9NRW3	Q8ZCS5
+1	A2RUS2	Q7CHZ0
+1	Q96DN2	Q8D1N2
+1	Q92844	Q7CL81
+1	P46379	Q7ARH3
+1	Q2TAL5	Q7CHZ0
+1	P04632	Q8D1M8
+1	P19838	Q7CKY7
+1	Q9HD26	Q8CKI1
+1	Q9UF98	Q8D176
+1	Q14671	Q8ZA84
+1	Q53TK7	Q8ZBC2
+1	P04275	Q8ZCV9
+1	Q9H2F9	Q7ARF1
+1	P04275	Q7CJU6
+1	P01877	Q7CHM9
+1	Q53EP0	Q0WF87
+1	P19838	Q8CZX4
+1	P28068	Q9R8C5
+1	Q13342	Q8CZQ3
+1	Q10587	Q7CIB9
+1	P04040	Q8D092
+1	Q5HYD9	Q7CHV2
+1	Q13615	Q7CHI6
+1	Q15746	Q7CJE7
+1	Q99613	Q8ZD91
+1	Q7Z3K3	Q8ZJF3
+1	P30153	Q9RID8
+1	P53041	Q8D1L5
+1	Q9NQB0	Q8ZAN0
+1	P22626	Q8D0W1
+1	Q9NR48	Q7CFP7
+1	O94763	Q8ZJP8
+1	Q16610	Q7CKB2
+1	Q5VU43	Q7CJH7
+1	Q13287	Q8ZJ07
+1	P56192	Q7ARD3
+1	Q9Y608	Q8ZGA1
+1	P19838	Q8D1G4
+1	Q6P2Q9	Q8ZHG7
+1	Q9Y426	Q7CJK4
+1	P30101	Q7CFQ3
+1	O75071	Q7CKL8
+1	Q8N5X7	Q7CGJ8
+1	Q9UQ35	Q8ZCQ2
+1	Q9HCC8	Q8ZC32
+1	Q9Y575	Q8ZBN2
+1	Q9UPC5	Q8D050
+1	O14981	Q8CWG4
+1	P36406	Q8CZU8
+1	Q8NDV7	Q7CLB1
+1	Q00610	Q7CHZ0
+1	Q9NY15	Q8CZJ9
+1	Q96DE5	Q7CL18
+1	Q69YN4	Q7CHV3
+1	Q7Z6K3	Q8D1D2
+1	Q16822	Q8ZJ79
+1	Q0JRZ9	Q7CHY3
+1	P18850	Q8D1I7
+1	O43809	Q7CIL8
+1	Q9UQC1	Q74YG8
+1	O00165	Q7CIA4
+1	Q16666	Q7CGY5
+1	Q9BYB0	Q7CL03
+1	Q9NY15	Q8Z9U2
+1	P52565	Q7ARD3
+1	Q9BZF1	Q7ARD3
+1	Q8IZ63	Q7CJU6
+1	Q9H3P7	Q7CGL3
+1	P61769	Q7CIT1
+1	P19838	Q8ZCW0
+1	O14907	Q8CZW9
+1	Q70EL1	Q8D1M8
+1	P59998	Q7CFP2
+1	Q5H9A3	Q7CL39
+1	Q9H0Q3	Q8CLN8
+1	Q8TB24	Q7CGZ1
+1	P12956	Q7CIY2
+1	P17181	Q7CKA0
+1	Q9H4G0	Q8CL89
+1	Q9NTM9	Q7CKZ7
+1	Q02218	Q7CFP8
+1	P18827	Q7CI82
+1	Q92616	Q7ARK4
+1	P46940	Q8ZAF1
+1	O15162	Q8CZX8
+1	P30203	Q7CIL5
+1	Q12899	Q8ZGA1
+1	Q9UK73	Q7CHR9
+1	P40305	P17778
+1	Q14671	Q8ZBQ3
+1	Q53TP4	Q8D0A3
+1	Q9NXJ9	Q8ZG09
+1	Q96EP0	Q7ARD3
+1	Q9GZM7	Q8CZM3
+1	Q9NUU7	P68587
+1	Q9ULJ6	Q8ZFB2
+1	Q86U86	P17778
+1	Q9HCU8	Q8CLT3
+1	Q12982	Q8ZAE1
+1	O15197	Q0WAP4
+1	Q86UW4	Q7CGA4
+1	Q9NR09	Q7ARD3
+1	Q9Y520	Q8D1Q0
+1	Q96HM7	Q8ZE20
+1	P31040	Q7CH97
+1	Q8TDU6	Q0WEG0
+1	P52298	Q7CG32
+1	Q9BQ83	Q7CKH1
+1	P17931	Q8ZHG8
+1	P48995	Q7CHB5
+1	P60842	Q8CL08
+1	Q9BUQ8	Q7CIA4
+1	P30101	Q8D008
+1	O43464	Q8D0U3
+1	Q8N0X7	Q7CJG1
+1	P52565	Q7CHU3
+1	Q92982	Q8D0C8
+1	Q9H3M7	Q8CWI1
+1	P78504	Q8ZEV7
+1	Q96MT8	Q8D0I9
+1	Q96RL6	Q8ZCW0
+1	P19838	Q8D007
+1	P63261	Q8CZW4
+1	O00560	Q7CL48
+1	O75911	Q7CKK2
+1	Q92982	Q8D092
+1	Q9P0L0	Q7CFV4
+1	P43243	Q8D068
+1	Q96BY9	Q7CG91
+1	Q07954	Q8CLY1
+1	Q9HCD5	Q8D0P1
+1	P32249	Q8CZW4
+1	Q6IEG0	O68779
+1	Q5VZ89	Q7CHY3
+1	P04275	Q7CL58
+1	P24928	Q8CZR4
+1	O15162	Q8CZQ9
+1	Q9NY15	Q7CHK4
+1	Q8NC51	Q7CFW0
+1	Q2NL98	Q8CL88
+1	P61769	Q7CIF0
+1	P30048	Q7CKN1
+1	P43234	Q8ZI60
+1	Q6ZMY6	Q7CII9
+1	P35555	Q8D1M6
+1	P35611	Q8ZDA6
+1	O00299	Q8CZM8
+1	Q10587	Q8ZGE1
+1	Q9NRY6	Q9X6B0
+1	Q9BXK5	Q8CKI9
+1	P31629	Q7CG19
+1	Q5TAX3	Q7CFN3
+1	P49019	Q7CHW4
+1	Q8NFI3	Q8ZGK8
+1	P19838	Q8ZF52
+1	Q4VX76	Q8D1A1
+1	P24723	Q8CWG4
+1	Q96T58	Q7CGI0
+1	Q6NZ36	Q7CLA7
+1	Q9HCN4	Q7CHZ4
+1	Q9TQE4	Q7CKK6
+1	P07437	Q8ZHG8
+1	Q9NP97	Q7CHI8
+1	Q9NRY6	Q8ZJ16
+1	Q9GZM7	Q7ARD1
+1	Q86SQ0	Q7CG90
+1	P43034	Q7CIM3
+1	P04233	Q7CKQ0
+1	Q96HA1	Q8D014
+1	Q92900	Q7ARD3
+1	Q6UX65	Q7CHV2
+1	Q86TA5	Q7CG97
+1	Q6PKC3	Q7ARD3
+1	Q15025	Q8ZC49
+1	Q9HC77	Q7CGT0
+1	Q9C000	Q7CGN7
+1	Q75L30	Q8CLP9
+1	P54259	Q7CIP7
+1	Q9UQM3	Q8D0E1
+1	Q68CP9	Q8ZCW1
+1	P55010	Q8D097
+1	Q14677	Q7CL96
+1	O00560	Q7CGI0
+1	P98095	Q8Z9R8
+1	O75533	Q7CGS9
+1	Q8IVL5	Q7CFQ3
+1	Q9BUU2	Q8ZAF0
+1	Q9UJ71	Q8Z9R8
+1	P48995	Q7CHU1
+1	Q16799	Q8CZL9
+1	O43516	Q7CG26
+1	P37235	Q7CFV6
+1	Q9UJJ9	Q8ZJC4
+1	Q9GZM7	Q8D1P4
+1	Q13045	Q7CKJ7
+1	Q92537	Q7CHU1
+1	Q99436	P46355
+1	Q9UNE7	Q7CK82
+1	Q5JSL3	Q8D1G8
+1	Q14686	Q7CFY4
+1	O60333	Q8CLF6
+1	P12956	Q8D0G3
+1	P54819	Q7CIL8
+1	O43516	Q7CHZ0
+1	Q9NY15	Q7ARD3
+1	P54259	Q7CK63
+1	Q9UF98	Q7CJU9
+1	Q13156	Q9X6B0
+1	Q86XI8	Q8D1C5
+1	Q99435	Q7CHN2
+1	P26641	Q7ARD3
+1	P07998	Q8D051
+1	O00560	Q8ZDF8
+1	P04233	Q7CJF7
+1	O14773	Q7CHZ9
+1	P20591	Q7CFX4
+1	Q9UHL4	Q7CGR8
+1	Q9BQI3	Q8ZDX4
+1	P49711	Q7CHQ0
+1	Q92845	Q8CLY1
+1	A8K0D8	Q7CKZ2
+1	P24863	Q8ZHG8
+1	O43896	Q7CHZ4
+1	Q75MY8	Q7CJI3
+1	Q9ULJ6	Q7CHV2
+1	P42224	Q8ZA97
+1	P19838	Q8ZJ18
+1	P01857	Q8CK83
+1	Q15942	Q8ZAA2
+1	P31153	Q8ZAQ2
+1	P02461	P69961
+1	P30480	Q8D014
+1	P14618	Q7CHY3
+1	Q6ZS30	Q8ZFR1
+1	Q92619	Q8D0R5
+1	Q9HCC8	Q8D008
+1	Q8NDV7	Q7CG98
+1	Q10567	Q8D0Z4
+1	O00165	Q7CIB4
+1	O15126	Q7CKQ3
+1	Q10587	Q7CHN0
+1	Q8NDV7	Q7CHQ0
+1	Q92982	Q7CJQ8
+1	Q52LW3	Q8ZIL4
+1	Q01453	Q7CKP1
+1	P32519	Q7CKD3
+1	Q9NWZ5	Q8D1N0
+1	P00338	Q7CJS7
+1	Q08117	Q7ARD1
+1	Q3B7T1	Q8ZE20
+1	O00165	Q8CZR2
+1	O43303	Q7CKD3
+1	Q9NX31	Q7CHJ5
+1	P13501	Q7CKC3
+1	Q8IX21	Q7CG16
+1	Q9P291	Q8Z9V7
+1	Q9P1Z2	Q7CJF5
+1	Q9ULJ1	Q8D1R8
+1	Q9NYK1	Q7ARD3
+1	P04275	Q7CHN2
+1	Q96H41	Q7CJR5
+1	Q9Y3Q0	Q7CKH8
+1	O00443	Q8D0H2
+1	Q8TF65	Q8CKY9
+1	P11474	Q8CZZ7
+1	Q92664	Q8CZL8
+1	P19838	Q8CLV2
+1	P53396	Q7CG03
+1	Q06330	Q7CHR0
+1	P50502	Q8D1G8
+1	Q969V6	Q7CG44
+1	Q9ULJ1	Q8CZY0
+1	P19838	Q8ZGA9
+1	Q9UBB9	Q8D169
+1	Q9Y287	Q8ZBN2
+1	Q9Y287	Q7ARD3
+1	P01877	Q7CHC3
+1	Q06643	Q7CH26
+1	P31483	Q7ARD2
+1	P31948	Q7ARD3
+1	P22694	Q8CZW5
+1	Q96JJ7	Q7CH46
+1	Q13243	Q8ZCT9
